0,1,2,3,4,5,6,7,8,9,10
2 + 1,160,150,Yüksek Giriş,25,Merkezi (Pay Ölçer),5,Eşyalı Değil,Boş,Beşiktaş,"32,500"
3 + 1,115,85,1,5,Merkezi (Pay Ölçer),11,Uygun değil,570,Kadıköy,"20,000"
2 + 1,90,80,Bahçe Katı,5,Kombi,4,Eşyalı Değil,Boş,Esenyurt,"5,000"
1 + 1,57,50,16,5,Merkezi (Pay Ölçer),23,Eşyalı Değil,Küçükçekmece,"7,100",
3 + 1,150,120,8,25,Merkezi,12,Eşyalı Değil,Boş,Kadıköy,"19,500"
2 + 1,120,100,Yüksek Giriş,27,Kombi,6,Eşyalı,Boş,Küçükçekmece,"8,000"
2 + 1,110,100,3,30,Kombi,3,1,8.500,Beykoz,"8,500"
2 + 1,85,75,1,2,Kombi,3,Uygun değil,150,Gaziosmanpaşa,"13,000"
1 + 1,86,76,3,26,Merkezi,5,Eşyalı,Kiracılı,Beşiktaş,"11,000"
2 + 1,120,110,5,21,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"7,200"
2 + 1,85,80,2,40,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"8,500"
2 + 1,108,95,4,5,Kombi,30,Eşyalı Değil,Boş,Avcılar,"9,500"
3 + 1,140,110,Çatı Katı,11,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"25,000"
3 + 1,125,115,2,10,Kombi,7,Eşyalı,Boş,Kağıthane,"15,500"
3 + 1,135,120,7,25,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Kadıköy,"15,500"
3 + 1,130,120,3,50,Merkezi,4,Eşyalı Değil,Boş,Kadıköy,"15,000"
3 + 1,140,130,Bahçe Katı,18,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"12,500"
1 + 1,60,50,19,5,Merkezi (Pay Ölçer),25,Eşyalı Değil,Boş,Küçükçekmece,"6,750"
3 + 1,110,100,3,6,Kombi,4,Eşyalı Değil,Boş,Kağıthane,"13,000"
3 + 1,135,110,5,11,Merkezi (Pay Ölçer),11,Eşyalı Değil,Boş,Başakşehir,"11,500"
2 + 1,85,75,Ara Kat,10,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Başakşehir,"7,250"
2 + 1,90,75,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),5,1,Silivri,"4,500",
2 + 1,120,110,Ara Kat,5,Kombi,4,Eşyalı Değil,Mülk Sahibi,Kağıthane,"9,000"
3 + 1,120,100,Zemin,20,Kombi,2,Eşyalı,Boş,Beykoz,"3,000"
3 + 1,145,130,3,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Silivri,"7,100"
2 + 1,85,70,1,Sıfır Bina,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Kadıköy,"12,500"
3 + 1,165,155,1,7,Kombi,7,Eşyalı Değil,Boş,Beylikdüzü,"14,500"
3 + 1,120,100,Bahçe Katı,30,Kombi,4,Eşyalı Değil,Boş,Kadıköy,"8,500"
2 + 1,147,100,19,4,Merkezi (Pay Ölçer),30,Uygun değil,1.2,Ataşehir,"40,000"
2 + 1,120,110,5,8,Merkezi (Pay Ölçer),12,Eşyalı,Mülk Sahibi,Kağıthane,"16,500"
2 + 1,100,90,1,4,Kombi,10,Eşyalı Değil,Boş,Eyüpsultan,"7,500"
2 + 1,90,75,5,12,Kombi,5,Eşyalı Değil,Boş,Kartal,"7,600"
1 + 1,70,55,6,7,Merkezi (Pay Ölçer),33,Eşyalı,Boş,Sarıyer,"20,500"
5 + 2,300,285,4,1,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"19,000"
3 + 1,160,150,2,10,Kombi,10,Eşyalı Değil,Boş,Şişli,"16,000"
1 + 1,70,62,9,8,Merkezi (Pay Ölçer),18,Eşyalı,Boş,Ataşehir,"13,500"
3 + 1,120,105,En Üst Kat,35,Merkezi (Pay Ölçer),9,Eşyalı Değil,40.000,Beşiktaş,"20,000"
2 + 1,110,90,1,6,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"14,000"
2 + 1,90,75,Kot 1,7,Kombi,4,Eşyalı,Boş,Eyüpsultan,"10,500"
3 + 1,155,135,3,22,Kombi,7,Eşyalı,Boş,Başakşehir,"14,500"
2 + 1,90,75,1,2,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"10,500"
2 + 1,103,90,Çatı Katı,6,Kombi,4,Eşyalı Değil,Evet (Site Adı Belirtilmemiş),Sarıyer,"18,500"
2 + 1,85,75,Yüksek Giriş,36,Soba,3,Eşyalı Değil,Boş,Fatih,"6,250"
3 + 1,106,85,En Üst Kat,30,Kombi,4,Eşyalı Değil,Boş,Küçükçekmece,"7,000"
4 + 1,174,145,11,22,Kombi,12,Eşyalı,1.200,Beşiktaş,"44,990"
2 + 1,90,80,Giriş Katı,30,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"18,500"
2 + 1,80,75,Yüksek Giriş,2,Kombi,5,Eşyalı Değil,Evet (Site Adı Belirtilmemiş),Beylikdüzü,"6,500"
1 + 1,120,115,Bahçe Katı,80,Kombi,3,Eşyalı,Boş,Adalar,"7,750"
2 + 1,110,100,2,45,Kombi,4,Eşyalı Değil,Mülk Sahibi,Fatih,"8,000"
2 + 1,115,95,12,13,Merkezi (Pay Ölçer),24,1,"Güney, Doğu, Batı",Ataşehir,"20,000"
4 + 1,220,200,6,40,Kombi,7,Eşyalı Değil,Boş,Şişli,"30,000"
4 + 1,160,150,8,31,Merkezi,8,Eşyalı,Boş,Beşiktaş,"29,000"
3 + 1,160,110,12,Sıfır Bina,Merkezi,17,Uygun değil,"Güney, Doğu",Maltepe,"30,000"
4 + 1,160,145,9,28,Kombi,9,Eşyalı,Boş,Kadıköy,"25,000"
2 + 1,80,70,3,45,Kombi,5,Eşyalı,Boş,Şişli,"15,000"
2 + 1,100,85,Ara Kat,1,Kombi,6,Eşyalı Değil,Boş,Şişli,"15,000"
2 + 1,90,85,2,Sıfır Bina,Kombi,6,Eşyalı Değil,Başakşehir,"4,250",
1 + 1,80,75,Giriş Katı,30,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"12,500"
2 + 1,90,85,5,20,Kombi,5,Eşyalı Değil,Boş,Eyüpsultan,"6,500"
2 + 1,100,90,2,8,Kombi,4,Eşyalı Değil,Boş,Esenyurt,"5,000"
3 + 1,125,120,Yüksek Giriş,38,Kombi,4,Eşyalı Değil,Boş,Fatih,"15,000"
3 + 1,135,125,Kot 1,18,Kombi,5,Eşyalı Değil,Boş,Ümraniye,"7,500"
4 + 1,175,145,4,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Ümraniye,"11,500"
1 + 1,81,60,4,3,Merkezi (Pay Ölçer),12,Eşyalı,Boş,Kağıthane,"22,250"
2 + 1,100,95,3,30,Kombi,5,Eşyalı,Boş,Şişli,"15,000"
3 + 1,110,90,Ara Kat,12,Kombi,6,Eşyalı,Boş,Çekmeköy,"16,000"
3 + 1,140,130,3,20,Kombi,5,Eşyalı,Boş,Beykoz,"15,000"
1 + 1,85,65,En Üst Kat,7,Merkezi (Pay Ölçer),3,Eşyalı Değil,Boş,Küçükçekmece,"8,250"
1 + 1,70,60,2,40,Kombi,2,Eşyalı Değil,"Güney, Doğu, Batı",Sarıyer,"15,000"
4 + 1,160,150,Bahçe Katı,31,Kombi,10,Eşyalı,Boş,Bahçelievler,"9,500"
2 + 1,130,110,2,1,Yerden Isıtma,5,Uygun değil,"Güney, Batı",Eyüpsultan,"20,000"
2 + 1,100,90,2,15,Kombi,2,Eşyalı Değil,Boş,Eyüpsultan,"14,500"
2 + 1,90,75,3,11,Kombi,6,Eşyalı,Boş,Şişli,"12,000"
1 + 0,65,40,21 ve üzeri,3,Merkezi (Pay Ölçer),45,Eşyalı,Boş,Şişli,"23,000"
2 + 1,85,80,Kot 2,10,Kombi,5,Eşyalı Değil,Boş,Şişli,"8,500"
3 + 1,118,108,9,10,Merkezi (Pay Ölçer),15,2,"Kuzey, Güney, Doğu, Batı",Ümraniye,"12,500"
1 + 1,65,55,1,80,Kombi,6,Eşyalı Değil,Kiracılı,Beyoğlu,"22,000"
3 + 1,180,140,14,6,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Sarıyer,"45,000"
2 + 1,100,95,5,15,Kombi,6,Eşyalı,Boş,Şişli,"10,000"
1 + 1,60,55,2,16,Kombi,7,Eşyalı,Evet,Şişli,"11,950"
2 + 1,104,72,16,2,Yerden Isıtma,20,Eşyalı Değil,Boş,Avcılar,"14,000"
1 + 1,55,50,3,Sıfır Bina,Kombi,7,Eşyalı Değil,Boş,Şişli,"8,000"
2 + 1,120,85,Giriş Katı,35,Kombi,5,Eşyalı,Boş,Kadıköy,"25,000"
1 + 1,85,80,3,5,Merkezi (Pay Ölçer),3,Eşyalı Değil,Küçükçekmece,"8,500",
2 + 1,100,85,2,14,Kombi,5,Eşyalı,Boş,Şişli,"24,500"
1 + 1,110,90,Kot 1,2,Kombi,8,Eşyalı Değil,Boş,Şişli,"16,500"
2 + 1,101,64,10,Sıfır Bina,Merkezi (Pay Ölçer),14,Uygun değil,"Güney, Doğu",Ümraniye,"15,500"
1 + 1,85,65,11,10,Merkezi (Pay Ölçer),15,Eşyalı,Boş,Sarıyer,"28,000"
2 + 1,90,75,3,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Kartal,"7,850"
2 + 1,90,75,20,Sıfır Bina,Merkezi (Pay Ölçer),21,Eşyalı Değil,Boş,Gaziosmanpaşa,"18,000"
1 + 1,60,50,Bahçe Katı,3,Kombi,3,Eşyalı,Boş,Ataşehir,"6,000"
2 + 1,105,85,7,4,Kombi,9,Eşyalı Değil,Boş,Eyüpsultan,"9,500"
2 + 1,101,75,4,1,Merkezi (Pay Ölçer),17,Eşyalı,Boş,Sarıyer,"35,000"
2 + 1,72,60,2,1,Kombi,8,Eşyalı,1.940,Beyoğlu,"39,990"
3 + 1,110,100,En Üst Kat,30,Kombi,4,Eşyalı Değil,Boş,Fatih,"9,000"
2 + 1,120,110,5,35,Kombi,8,Eşyalı,Boş,Avcılar,"8,500"
3 + 1,110,100,2,30,Kombi,4,Eşyalı Değil,Boş,Kağıthane,"10,250"
6 + 2,200,160,3,20,Kombi,3,Eşyalı Değil,60,Kağıthane,"18,000"
3 + 1,110,105,2,Sıfır Bina,Klima,5,Eşyalı Değil,Boş,Bahçelievler,"7,000"
2 + 1,85,80,5,30,Kombi,5,Eşyalı,Boş,Üsküdar,"9,000"
2 + 1,101,92,3,Sıfır Bina,Yerden Isıtma,4,Eşyalı Değil,"Güney, Doğu, Batı",Üsküdar,"18,000"
2 + 1,115,90,4,Sıfır Bina,Merkezi (Pay Ölçer),6,Eşyalı Değil,Boş,Silivri,"5,250"
3 + 1,120,100,4,25,Kombi,8,Eşyalı Değil,Boş,Kadıköy,"12,500"
2 + 1,110,100,3,25,Merkezi,5,Eşyalı,Boş,Beşiktaş,"18,500"
2 + 1,85,80,En Üst Kat,30,Kombi,5,Eşyalı,Boş,Üsküdar,"9,000"
3 + 1,160,150,8,10,Kombi,10,Eşyalı Değil,Boş,Şişli,"16,000"
1 + 1,70,60,Ara Kat,2,Kombi,4,Eşyalı,Boş,Eyüpsultan,"12,000"
1 + 1,80,70,1,45,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"13,000"
2 + 1,120,110,1,21,Kombi,6,Eşyalı,Boş,Başakşehir,"11,000"
3 + 1,125,110,Kot 2,35,Kombi,3,Eşyalı Değil,Kiracılı,Bahçelievler,"11,000"
3 + 1,130,120,3,30,Merkezi,6,Eşyalı Değil,600,Beşiktaş,"25,000"
1 + 1,125,120,Çatı Katı,4,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"22,500"
1 + 1,95,65,8,7,Fancoil Ünitesi,31,Eşyalı Değil,Boş,Sarıyer,"18,000"
3 + 1,145,110,2,32,Merkezi,3,1,Kadıköy,"12,250",
3 + 1,126,112,3,11,Kombi,7,Uygun değil,Doğu,Esenyurt,"11,000"
3 + 1,150,140,4,5,Kombi,4,Eşyalı Değil,Boş,Şişli,"22,500"
1 + 1,50,45,1,15,Kombi,6,Eşyalı,Boş,Şişli,"15,000"
3 + 1,135,125,1,25,Kombi,3,Eşyalı Değil,Boş,Fatih,"10,000"
5 + 1,310,300,Ara Kat,28,Kombi,2,Eşyalı Değil,Boş,Bakırköy,"27,000"
3 + 1,180,150,Çatı Katı,7,Kombi,2,Eşyalı Değil,Boş,Sarıyer,"25,000"
3 + 1,120,110,3,45,Kombi,3,Eşyalı Değil,Boş,Fatih,"10,000"
2 + 1,75,70,Yüksek Giriş,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"12,500"
1 + 1,71,65,21 ve üzeri,5,Merkezi (Pay Ölçer),30,Eşyalı,Boş,Avcılar,"18,000"
3 + 1,120,105,6,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Kartal,"10,500"
2 + 1,125,100,3,25,Kombi,3,Eşyalı,Boş,Beşiktaş,"40,000"
3 + 1,100,75,2,29,Kombi,5,Eşyalı,Boş,Maltepe,"8,500"
1 + 1,58,52,21 ve üzeri,13,Merkezi,29,Eşyalı,Boş,Esenyurt,"6,500"
2 + 1,120,110,3,25,Kat Kaloriferi,6,Eşyalı Değil,7.000,Esenler,"6,500"
2 + 1,100,90,3,30,Kombi,5,Eşyalı,Mülk Sahibi,Sarıyer,"35,000"
2 + 1,80,75,2,25,Belirtilmemiş,3,Eşyalı,Büyükçekmece,"9,000",
2 + 1,95,85,5,45,Kombi,5,Eşyalı Değil,Boş,Bakırköy,"8,250"
2 + 1,125,110,Ara Kat,28,Kombi,5,Eşyalı Değil,Boş,Avcılar,"7,500"
3 + 1,120,115,3,30,Kombi,4,Eşyalı Değil,Boş,Fatih,"11,000"
2 + 1,100,55,7,Sıfır Bina,Merkezi (Pay Ölçer),17,Eşyalı Değil,Boş,Kağıthane,"15,500"
2 + 1,75,56,Ara Kat,Sıfır Bina,Merkezi (Pay Ölçer),17,Eşyalı,Boş,Kağıthane,"40,000"
4 + 2,280,250,4,24,Kombi,5,Eşyalı,Boş,Sarıyer,"35,000"
2 + 1,85,80,4,Sıfır Bina,Kombi,1,Eşyalı Değil,Boş,Fatih,"12,000"
3 + 1,110,95,2,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Silivri,"6,200"
1 + 1,70,47,3,Sıfır Bina,Merkezi (Pay Ölçer),4,Uygun değil,"Kuzey, Güney, Doğu",Kağıthane,"16,500"
2 + 1,106,85,Bahçe Katı,7,Merkezi (Pay Ölçer),33,Eşyalı,Boş,Sarıyer,"18,500"
3 + 1,200,180,Ara Kat,25,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"25,000"
2 + 1,85,80,2,28,Kombi,4,Eşyalı Değil,Boş,Zeytinburnu,"6,000"
3 + 1,120,115,3,30,Kombi,5,Eşyalı Değil,Boş,Bahçelievler,"7,000"
1 + 1,75,65,3,35,Kombi,4,Eşyalı,Boş,Fatih,"6,900"
4 + 1,240,190,Bahçe Katı,15,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"45,000"
2 + 1,80,75,1,5,Kombi,5,Eşyalı,Boş,Şişli,"12,500"
4 + 1,200,180,Teras Katı,2,Kombi,4,Eşyalı Değil,Doğalgaz,Eyüpsultan,"17,500"
2 + 1,80,75,4,27,Merkezi,7,Eşyalı Değil,Boş,Kadıköy,"9,500"
2 + 1,85,75,Yüksek Giriş,36,Doğalgaz Sobası,3,Eşyalı Değil,Boş,Fatih,"6,250"
2 + 1,95,90,5,40,Merkezi,6,1,12.000,Fatih,"10,000"
3 + 1,125,115,1,30,Merkezi,4,Eşyalı Değil,Boş,Bakırköy,"40,000"
2 + 1,75,70,Yüksek Giriş,50,Kombi,4,1,Şişli,"8,000",
2 + 1,150,120,Giriş Katı,3,Kombi,2,Eşyalı,Boş,Bakırköy,"30,000"
2 + 1,90,85,Bahçe Katı,1,Kombi,5,Eşyalı Değil,Boş,Esenyurt,"5,750"
1 + 1,100,75,Ara Kat,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Beylikdüzü,"5,500"
3 + 1,126,108,Yüksek Giriş,15,Merkezi (Pay Ölçer),10,Eşyalı Değil,Boş,Silivri,"4,600"
2 + 1,110,90,2,14,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"7,250"
2 + 1,100,90,Ara Kat,30,Kombi,5,Eşyalı Değil,Boş,Şişli,"10,000"
3 + 1,150,140,3,10,Kombi,3,Eşyalı Değil,Evet,Avcılar,"8,000"
3 + 1,138,110,11,11,Merkezi (Pay Ölçer),14,Uygun değil,"Kuzey, Doğu",Ataşehir,"21,000"
1 + 1,70,65,Yüksek Giriş,25,Kombi,5,Eşyalı Değil,100,Beyoğlu,"8,000"
2 + 1,110,100,5,100,Kombi,6,Eşyalı,Boş,Beyoğlu,"33,000"
2 + 1,90,80,1,4,Kombi,4,Eşyalı Değil,Boş,Eyüpsultan,"11,000"
1 + 1,65,60,3,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Üsküdar,"12,500"
2 + 1,100,95,2,27,Kombi,4,1,Doğalgaz,Kağıthane,"9,000"
2 + 1,130,120,3,25,Kombi,4,Eşyalı Değil,Boş,Sarıyer,"10,000"
2 + 1,90,75,2,12,Kombi,4,Eşyalı Değil,Boş,Esenyurt,"6,000"
2 + 1,90,80,3,35,Merkezi,3,Eşyalı Değil,Boş,Şişli,"10,000"
2 + 1,90,80,4,35,Kombi,4,Eşyalı Değil,Belirtilmemiş,Büyükçekmece,"7,500"
3 + 1,200,180,Ara Kat,25,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"25,000"
2 + 1,129,100,14,4,Merkezi (Pay Ölçer),15,Eşyalı Değil,Boş,Sarıyer,"28,000"
3 + 1,125,120,Ara Kat,8,Kombi,3,Eşyalı Değil,Boş,Fatih,"15,000"
3 + 1,165,150,Bahçe Katı,15,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"45,000"
1 + 1,55,45,1,45,Klima,4,Eşyalı,Boş,Beyoğlu,"15,000"
2 + 120,105,90,Bahçe Katı,40,Kombi,6,Eşyalı,Boş,Şişli,"17,500"
2 + 1,115,90,3,Sıfır Bina,Kombi,6,Eşyalı Değil,Boş,Silivri,"5,500"
1 + 1,48,35,Kot 2,7,Merkezi (Pay Ölçer),33,Eşyalı Değil,Boş,Sarıyer,"12,000"
2 + 1,75,65,Giriş Katı,35,Kombi,4,Eşyalı Değil,Boş,Şişli,"8,000"
2 + 1,100,90,Kot 1,45,Merkezi,6,Eşyalı Değil,Boş,Üsküdar,"13,000"
2 + 1,70,65,Çatı Katı,27,Kombi,4,Eşyalı Değil,Boş,Büyükçekmece,"5,000"
1 + 1,75,70,Bahçe Katı,3,Kombi,4,Eşyalı Değil,Boş,Bahçelievler,"5,500"
2 + 1,90,85,4,30,Isıtma Yok,5,Eşyalı,Boş,Bahçelievler,"5,000"
1 + 1,90,80,Ara Kat,6,Kombi,10,Eşyalı,"Kuzey, Güney, Doğu, Batı",Beylikdüzü,"14,000"
1 + 1,55,45,Yüksek Giriş,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Şişli,"8,000"
2 + 1,130,100,4,3,Kombi,4,Uygun değil,Kiracılı,Kadıköy,"25,000"
1 + 0,27,25,Bodrum ve Zemin,40,Kombi,5,Eşyalı Değil,Boş,Beşiktaş,"3,250"
2 + 1,110,80,5,28,Kombi,5,Eşyalı Değil,Boş,Zeytinburnu,"5,500"
2 + 1,100,90,3,7,Kombi,4,Eşyalı,Boş,Maltepe,"14,000"
3 + 1,130,120,7,10,Kombi,9,Eşyalı,17.000,Ümraniye,"17,000"
2 + 1,110,85,Bahçe Katı,Sıfır Bina,Klima,5,Eşyalı Değil,Boş,Beylikdüzü,"5,500"
3 + 1,160,150,Teras Katı,8,Kombi,3,Eşyalı Değil,Boş,Bakırköy,"32,000"
2 + 1,70,65,3,39,Kombi,3,Eşyalı Değil,Boş,Beşiktaş,"6,500"
3 + 1,130,120,5,100,Kombi,6,Eşyalı Değil,Boş,Beyoğlu,"28,000"
2 + 1,90,85,3,27,Kombi,4,1,Doğalgaz,Kağıthane,"6,500"
2 + 1,150,125,5,15,Kombi,5,Eşyalı Değil,Boş,Sarıyer,"8,500"
3 + 1,125,113,1,18,Kombi,3,Eşyalı Değil,Boş,Büyükçekmece,"6,500"
3 + 1,159,110,3,1,Merkezi (Pay Ölçer),20,Uygun değil,1.45,Maltepe,"32,000"
3 + 1,155,130,3,20,Merkezi (Pay Ölçer),9,Eşyalı Değil,Boş,Ataşehir,"16,000"
3 + 1,145,120,Ara Kat,29,Kombi,9,Eşyalı Değil,Boş,Maltepe,"9,000"
1 + 1,100,90,5,80,Kombi,6,Eşyalı,Boş,Beyoğlu,"23,000"
2 + 1,110,90,Yüksek Giriş,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Esenyurt,"4,000"
3 + 1,170,135,10,Sıfır Bina,Merkezi (Pay Ölçer),12,Eşyalı Değil,Boş,Kadıköy,"35,000"
3 + 1,130,120,3,10,Kombi,3,Eşyalı Değil,Boş,Kağıthane,"10,000"
1 + 1,78,65,17,11,Kombi,19,Uygun değil,Avrupa Konutları TEM Sitesi,Gaziosmanpaşa,"11,500"
1 + 1,80,65,2,24,Merkezi,7,Eşyalı Değil,Boş,Ataşehir,"11,000"
3 + 1,126,113,Yüksek Giriş,21,Kombi,11,Uygun değil,396,Başakşehir,"8,000"
2 + 1,95,88,Ara Kat,7,Merkezi,6,Eşyalı Değil,Boş,Kadıköy,"15,750"
2 + 1,95,90,1,4,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"8,000"
1 + 1,60,50,7,4,Kombi,10,Uygun değil,Doğu,Eyüpsultan,"8,500"
4 + 1,180,170,2,25,Kombi,5,Eşyalı Değil,Mülk Sahibi,Sarıyer,"27,000"
4 + 2,300,250,14,11,Kombi,14,Uygun değil,300,Beylikdüzü,"10,750"
3 + 1,150,130,4,Sıfır Bina,Kombi,13,Eşyalı Değil,Boş,Bağcılar,"12,000"
3 + 1,135,100,5,4,Merkezi (Pay Ölçer),10,Eşyalı Değil,Boş,Kadıköy,"20,500"
3 + 1,180,170,2,22,Kombi,5,Eşyalı Değil,Mülk Sahibi,Sarıyer,"27,000"
2 + 1,85,61,Ara Kat,2,Kombi,10,Eşyalı,Boş,Pendik,"7,800"
3 + 1,120,110,4,7,Doğalgaz Sobası,4,Eşyalı Değil,Boş,Ataşehir,"8,500"
3 + 1,110,90,4,Sıfır Bina,Merkezi (Pay Ölçer),8,Eşyalı Değil,Boş,Pendik,"6,500"
3 + 1,135,98,4,4,Kombi,9,Eşyalı Değil,Boş,Kadıköy,"19,900"
3 + 1,140,130,4,30,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"6,500"
2 + 2,130,110,2,10,Kombi,2,Eşyalı Değil,Boş,Eyüpsultan,"12,000"
3 + 1,140,130,2,24,Kombi,5,Eşyalı Değil,Boş,Maltepe,"12,000"
3 + 1,140,120,3,35,Merkezi,8,Eşyalı Değil,300,Kadıköy,"9,000"
2 + 1,90,70,Yüksek Giriş,35,Kombi,7,Eşyalı Değil,Kiracılı,Kadıköy,"13,000"
3 + 1,170,150,5,Sıfır Bina,Kombi,5,Eşyalı Değil,Boş,Kağıthane,"10,000"
2 + 1,75,65,3,4,Merkezi (Pay Ölçer),21,Eşyalı,Boş,Kağıthane,"12,500"
2 + 1,110,75,1,15,Kombi,4,Eşyalı,Kağıthane,"15,000",
3 + 1,130,120,5,16,Kombi,5,2,"Güney, Doğu, Batı",Pendik,"8,000"
3 + 1,150,130,Giriş Katı,4,Kombi,4,Eşyalı,Boş,Maltepe,"17,000"
3 + 1,152,140,6,12,Kombi,16,Eşyalı,Boş,Küçükçekmece,"16,000"
2 + 1,115,100,2,Sıfır Bina,Merkezi (Pay Ölçer),13,Uygun değil,Tutku Life Center,Esenyurt,"10,000"
2 + 1,85,80,Yüksek Giriş,29,Kombi,4,Eşyalı Değil,Kiracılı,Şişli,"8,000"
1 + 1,75,58,Ara Kat,11,Kombi,29,Eşyalı,Boş,Ataşehir,"20,000"
2 + 1,114,95,Ara Kat,12,Kombi,20,Eşyalı Değil,Kiracılı,Gaziosmanpaşa,"15,000"
3 + 1,130,120,3,12,Kombi,5,Eşyalı Değil,Boş,Küçükçekmece,"12,000"
2 + 1,85,75,2,15,Kombi,5,Eşyalı,Boş,Kağıthane,"12,000"
2 + 1,75,70,Ara Kat,Sıfır Bina,Kombi,6,Eşyalı,Boş,Şişli,"20,000"
1 + 1,55,40,4,1,Kombi,5,Eşyalı Değil,Boş,Çekmeköy,"5,500"
2 + 1,85,80,2,26,Kombi,4,Uygun değil,Şişli,"9,500",
2 + 1,80,79,Ara Kat,25,Kombi,4,Eşyalı,Boş,Sarıyer,"10,000"
2 + 1,107,85,3,38,Kombi,3,Eşyalı Değil,Boş,Kadıköy,"12,000"
3 + 1,130,115,1,115,Kombi,4,Eşyalı Değil,Boş,Maltepe,"11,500"
3 + 1,130,120,1,30,Merkezi,10,Eşyalı Değil,Boş,Şişli,"14,750"
2 + 1,100,75,5,4,Kombi,12,Eşyalı Değil,Kiracılı,Kadıköy,"16,500"
4 + 1,140,130,3,31,Kombi,4,Eşyalı Değil,100,Bakırköy,"14,000"
2 + 1,100,75,9,Sıfır Bina,Merkezi (Pay Ölçer),13,Eşyalı Değil,Boş,Şişli,"13,000"
2 + 1,75,70,Yüksek Giriş,Sıfır Bina,Kombi,4,Eşyalı Değil,Boş,Üsküdar,"12,500"
3 + 1,155,140,7,8,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"9,000"
2 + 1,105,90,3,10,Kombi,5,Eşyalı Değil,Kiracılı,Eyüpsultan,"8,500"
3 + 1,155,140,7,8,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"9,000"
2 + 1,105,90,3,10,Kombi,5,Eşyalı Değil,Kiracılı,Eyüpsultan,"8,500"
3 + 1,130,105,8,30,Kombi,11,Eşyalı Değil,Boş,Kadıköy,"18,500"
1 + 1,90,75,2,13,Kombi,4,Eşyalı,Boş,Eyüpsultan,"21,000"
2 + 1,85,78,Ara Kat,40,Kombi,5,Eşyalı,Boş,Fatih,"7,500"
2 + 1,85,80,1,20,Kombi,4,Eşyalı Değil,Boş,Kağıthane,"7,100"
1 + 1,55,50,Yüksek Giriş,12,Kombi,4,Eşyalı,Boş,Bahçelievler,"7,000"
3 + 1,160,150,3,4,Merkezi (Pay Ölçer),3,Eşyalı Değil,Boş,Üsküdar,"22,000"
3 + 1,150,130,Ara Kat,30,Kombi,4,Eşyalı Değil,Boş,Sarıyer,"20,000"
3 + 1,150,135,11,20,Kombi,14,Eşyalı Değil,Boş,Beylikdüzü,"8,500"
4 + 1,195,150,1,12,Kombi,7,Eşyalı Değil,Boş,Başakşehir,"18,000"
3 + 1,165,135,4,25,Merkezi (Pay Ölçer),10,Eşyalı Değil,Boş,Kadıköy,"11,750"
3 + 1,130,125,3,30,Merkezi,8,Eşyalı Değil,Boş,Güngören,"10,500"
3 + 1,130,120,4,5,Kombi,6,2,Evet,Sarıyer,"13,000"
3 + 1,170,115,Bahçe Katı,7,Merkezi (Pay Ölçer),7,Eşyalı Değil,Boş,Bağcılar,"20,000"
2 + 1,85,70,11,6,Merkezi (Pay Ölçer),14,Eşyalı Değil,Boş,Ümraniye,"10,000"
2 + 1,80,65,3,Sıfır Bina,Kombi,4,Eşyalı,Boş,Beyoğlu,"13,000"
3 + 1,135,125,Kot 1,35,Merkezi,8,Eşyalı Değil,Boş,Şişli,"14,000"
